,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(55.665,12.337) → (55.658,12.283)",3.4969365603051,659.9668609221333,"(55.665,12.337)","(55.658,12.283)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.344) → (55.645,12.298)",3.6391943271168,660.8760443900383,"(55.665,12.344)","(55.645,12.298)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.346) → (55.688,12.528)",11.710617256375999,2243.812677659591,"(55.665,12.346)","(55.688,12.528)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.347) → (55.64,12.458)",7.5399387564675,213.37994770098686,"(55.665,12.347)","(55.64,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.347) → (55.646,12.277)",4.8435336974419005,659.8972456678667,"(55.665,12.347)","(55.646,12.277)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.349) → (55.633,12.622)",17.497225626536,197.54909986293882,"(55.665,12.349)","(55.633,12.622)",Albertslund,Tårnby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.351) → (55.647,12.279)",5.0123002265114005,659.8063500562222,"(55.665,12.351)","(55.647,12.279)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.351) → (55.616,12.343)",5.5399257059454,181.76810359713696,"(55.665,12.351)","(55.616,12.343)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.355) → (55.682,12.549)",12.290629019035,2240.72580923862,"(55.665,12.355)","(55.682,12.549)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.355) → (55.632,12.458)",7.4839252245961,213.35055630560478,"(55.665,12.355)","(55.632,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.355) → (55.63,12.632)",17.786371511038002,197.5740256490619,"(55.665,12.355)","(55.63,12.632)",Albertslund,Tårnby,Region Hovedstaden,Region Hovedstaden
"(55.665,12.356) → (55.672,12.415)",3.7293282838941,916.6278233640361,"(55.665,12.356)","(55.672,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.356) → (55.64,12.371)",2.9061297313832,217.33142821396808,"(55.665,12.356)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.357) → (55.68,12.543)",11.773774207932,2240.206792445726,"(55.665,12.357)","(55.68,12.543)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.358) → (55.681,12.536)",11.277827655786,2240.489450860362,"(55.665,12.358)","(55.681,12.536)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.359) → (55.672,12.415)",3.5712999157131,916.7434790116472,"(55.665,12.359)","(55.672,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.359) → (55.644,12.276)",5.710571738672299,659.8139935422156,"(55.665,12.359)","(55.644,12.276)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.359) → (55.679,12.458)",6.4406297444525,434.70871078703385,"(55.665,12.359)","(55.679,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.36) → (55.682,12.544)",11.628260019404,2240.1808412088503,"(55.665,12.36)","(55.682,12.544)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.36) → (55.67,12.415)",3.4330808832798,916.6172048685243,"(55.665,12.36)","(55.67,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.36) → (55.616,12.342)",5.631425770414901,181.787279056396,"(55.665,12.36)","(55.616,12.342)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.36) → (55.64,12.371)",2.8322869447113996,217.30149253348634,"(55.665,12.36)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.361) → (55.739,12.476)",10.951168684309001,173.84119402678908,"(55.665,12.361)","(55.739,12.476)",Albertslund,Gladsaxe,Region Hovedstaden,Region Hovedstaden
"(55.665,12.362) → (55.616,12.344)",5.6249728061571,181.74306648255222,"(55.665,12.362)","(55.616,12.344)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.363) → (55.671,12.415)",3.3281869519354,916.8401900235624,"(55.665,12.363)","(55.671,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.364) → (55.719,12.398)",6.3285220420621,276.5655359517099,"(55.665,12.364)","(55.719,12.398)",Albertslund,Ballerup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.364) → (55.725,12.387)",6.841891850428599,276.60363590868667,"(55.665,12.364)","(55.725,12.387)",Albertslund,Ballerup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.364) → (55.675,12.415)",3.3302788272213,918.1032472963407,"(55.665,12.364)","(55.675,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.744,12.467)",10.691891492289999,173.8651425711745,"(55.665,12.371)","(55.744,12.467)",Albertslund,Gladsaxe,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.627,12.458)",6.986827537151299,213.3530278519739,"(55.665,12.371)","(55.627,12.458)",Albertslund,Hvidovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.616,12.343)",5.7882153416687,182.03771282599857,"(55.665,12.371)","(55.616,12.343)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.679,12.458)",5.7075013706042,434.66285642793616,"(55.665,12.371)","(55.679,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.64,12.371)",2.7569967367962,217.30400984923267,"(55.665,12.371)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.666,12.354)",0.01533560441943,36914.08228784597,"(55.666,12.354)","(55.666,12.354)",Albertslund,Albertslund,Region Hovedstaden,Region Hovedstaden
"(55.666,12.355)",0.02152171682664375,147431.80210393862,"(55.666,12.355)","(55.666,12.355)",Albertslund,Albertslund,Region Hovedstaden,Region Hovedstaden
"(55.668,12.362) → (55.673,12.458)",6.087619265487,434.6029850669727,"(55.668,12.362)","(55.673,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.67,12.363) → (55.677,12.458)",6.0518941409277,434.60801969846534,"(55.67,12.363)","(55.677,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.848,12.327) → (55.69,12.56)",22.840934668505,450.406729978499,"(55.848,12.327)","(55.69,12.56)",Allerød,København,Region Hovedstaden,Region Hovedstaden
"(55.85,12.345) → (55.814,12.371)",4.343643747641,193.62254513608067,"(55.85,12.345)","(55.814,12.371)",Allerød,Furesø,Region Hovedstaden,Region Hovedstaden
"(55.858,12.34) → (55.859,12.34)",0.0042045827461729,21531.617315234766,"(55.858,12.34)","(55.859,12.34)",Allerød,Allerød,Region Hovedstaden,Region Hovedstaden
"(55.859,12.339) → (55.858,12.34)",0.0091240154021407,21563.554286714483,"(55.859,12.339)","(55.858,12.34)",Allerød,Allerød,Region Hovedstaden,Region Hovedstaden
"(55.859,12.34)",0.0063159828834513,43057.55240878975,"(55.859,12.34)","(55.859,12.34)",Allerød,Allerød,Region Hovedstaden,Region Hovedstaden
"(55.859,12.341) → (55.858,12.341)",0.025665350337619,21533.88877344134,"(55.859,12.341)","(55.858,12.341)",Allerød,Allerød,Region Hovedstaden,Region Hovedstaden
"(55.863,12.334) → (55.937,12.303)",8.4434450924911,260.76179104018365,"(55.863,12.334)","(55.937,12.303)",Allerød,Hillerød,Region Hovedstaden,Region Hovedstaden
