,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(55.665,12.339) → (55.647,12.295)",3.387880327386,613.5676670537986,"(55.665,12.339)","(55.647,12.295)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.341) → (55.647,12.281)",4.317870328836,614.1525453595273,"(55.665,12.341)","(55.647,12.281)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.345) → (55.649,12.296)",3.5540520503794997,614.3417645788484,"(55.665,12.345)","(55.649,12.296)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.347) → (55.64,12.286)",4.714413925536,614.0865173349015,"(55.665,12.347)","(55.64,12.286)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.348) → (55.649,12.299)",3.5377577217751,614.5715132345438,"(55.665,12.348)","(55.649,12.299)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.349) → (55.649,12.302)",3.4417290265152003,614.0378896679213,"(55.665,12.349)","(55.649,12.302)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.35) → (55.648,12.281)",4.7304618359857,614.0676948373938,"(55.665,12.35)","(55.648,12.281)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.355) → (55.616,12.371)",5.606167624507,245.73670583153935,"(55.665,12.355)","(55.616,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.355) → (55.64,12.371)",2.9236744429059,182.4910420496881,"(55.665,12.355)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.358) → (55.671,12.415)",3.6096384612230996,561.510898614425,"(55.665,12.358)","(55.671,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.358) → (55.616,12.355)",5.519256214572801,245.42706682151945,"(55.665,12.358)","(55.616,12.355)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.359) → (55.671,12.415)",3.5511086242871,561.4333209941886,"(55.665,12.359)","(55.671,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.361) → (55.686,12.533)",11.038610160796,1181.5560216978865,"(55.665,12.361)","(55.686,12.533)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.361) → (55.671,12.458)",6.1309259225271,200.0998890342535,"(55.665,12.361)","(55.671,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.362) → (55.681,12.531)",10.756495355935,1182.6823302066327,"(55.665,12.362)","(55.681,12.531)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.362) → (55.682,12.533)",10.938891799256,1182.4615361033684,"(55.665,12.362)","(55.682,12.533)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.363) → (55.682,12.539)",11.221814088636,1183.046712360411,"(55.665,12.363)","(55.682,12.539)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.363) → (55.688,12.528)",10.692184972478,1182.5551790963532,"(55.665,12.363)","(55.688,12.528)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.364) → (55.685,12.545)",11.603892255386,1182.51893234401,"(55.665,12.364)","(55.685,12.545)",Albertslund,København,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.686,12.524)",9.8633294371448,1183.4891426288073,"(55.665,12.371)","(55.686,12.524)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.673,12.415)",2.9048417203506,561.6838990435185,"(55.665,12.371)","(55.673,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.616,12.36)",5.5523354405214,245.6610181438109,"(55.665,12.371)","(55.616,12.36)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.665,12.458)",5.5122474555415,200.0382576313889,"(55.665,12.371)","(55.665,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.671,12.458)",5.5546849986110995,200.17472145353713,"(55.665,12.371)","(55.671,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.673,12.458)",5.5765281042587995,200.01675136051077,"(55.665,12.371)","(55.673,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.616,12.371)",5.5157396447763,245.82860529381753,"(55.665,12.371)","(55.616,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
