,length_km,n_baseline,source_tile,target_tile,source_kommune,target_kommune,source_region,target_region
"(55.665,12.344) → (55.646,12.29)",4.0517152393612,341.6940855357992,"(55.665,12.344)","(55.646,12.29)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.344) → (55.648,12.297)",3.4987105032466,341.5944379484895,"(55.665,12.344)","(55.648,12.297)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.348) → (55.647,12.281)",4.7025178123821,341.79686574545326,"(55.665,12.348)","(55.647,12.281)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.348) → (55.649,12.299)",3.5721484410479,340.8032843740981,"(55.665,12.348)","(55.649,12.299)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.354) → (55.65,12.29)",4.3437477973237,341.2121473244236,"(55.665,12.354)","(55.65,12.29)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.357) → (55.64,12.371)",2.8783890988552003,129.12326039272676,"(55.665,12.357)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.358) → (55.645,12.295)",4.5973645597369,340.9952320118962,"(55.665,12.358)","(55.645,12.295)",Albertslund,Høje-Taastrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.359) → (55.685,12.529)",10.871874696342001,872.9635636461398,"(55.665,12.359)","(55.685,12.529)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.359) → (55.672,12.458)",6.308291094926901,181.76175166618566,"(55.665,12.359)","(55.672,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.359) → (55.64,12.371)",2.8576908432357,129.08443231352413,"(55.665,12.359)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.665,12.36) → (55.616,12.36)",5.5157396447773,161.9410668792839,"(55.665,12.36)","(55.616,12.36)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.36) → (55.677,12.458)",6.2775277498784,182.1837002391944,"(55.665,12.36)","(55.677,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.362) → (55.681,12.517)",9.862676878393401,873.4808791272694,"(55.665,12.362)","(55.681,12.517)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.362) → (55.616,12.354)",5.539925705944,162.03703264969636,"(55.665,12.362)","(55.616,12.354)",Albertslund,Ishøj,Region Hovedstaden,Region Hovedstaden
"(55.665,12.362) → (55.674,12.458)",6.1162080001837005,182.2916617309084,"(55.665,12.362)","(55.674,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.365) → (55.679,12.542)",11.183175675116999,873.2182185914869,"(55.665,12.365)","(55.679,12.542)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.365) → (55.674,12.415)",3.2482236346155,325.83988836692305,"(55.665,12.365)","(55.674,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.367) → (55.676,12.55)",11.516721162876001,870.9417267338063,"(55.665,12.367)","(55.676,12.55)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.368) → (55.685,12.517)",9.6057965791167,871.9865987179714,"(55.665,12.368)","(55.685,12.517)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.665,12.415)",2.7561238659655,326.5076817342081,"(55.665,12.371)","(55.665,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.668,12.415)",2.7793426980760003,326.6058939345442,"(55.665,12.371)","(55.668,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.674,12.415)",2.9262250382332997,325.65647173524934,"(55.665,12.371)","(55.674,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.673,12.458)",5.5876604220594,181.86412373967798,"(55.665,12.371)","(55.673,12.458)",Albertslund,Rødovre,Region Hovedstaden,Region Hovedstaden
"(55.665,12.371) → (55.64,12.371)",2.756996736794433,386.7695754187057,"(55.665,12.371)","(55.64,12.371)",Albertslund,Vallensbæk,Region Hovedstaden,Region Hovedstaden
"(55.666,12.354) → (55.666,12.355)",0.0071396185457962506,58121.246342182465,"(55.666,12.354)","(55.666,12.355)",Albertslund,Albertslund,Region Hovedstaden,Region Hovedstaden
"(55.666,12.355)",0.0067970553967165,116270.33979520373,"(55.666,12.355)","(55.666,12.355)",Albertslund,Albertslund,Region Hovedstaden,Region Hovedstaden
"(55.667,12.363) → (55.68,12.537)",11.023712180494002,871.4322595859569,"(55.667,12.363)","(55.68,12.537)",Albertslund,Frederiksberg,Region Hovedstaden,Region Hovedstaden
"(55.668,12.36) → (55.67,12.415)",3.4100457405199998,326.04716299889367,"(55.668,12.36)","(55.67,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.67,12.371) → (55.672,12.415)",2.7714855453095,326.41246292855664,"(55.67,12.371)","(55.672,12.415)",Albertslund,Glostrup,Region Hovedstaden,Region Hovedstaden
"(55.858,12.339)",0.0096303205005094,16881.155051702408,"(55.858,12.339)","(55.858,12.339)",Allerød,Allerød,Region Hovedstaden,Region Hovedstaden
"(55.859,12.339)",0.023727049314035,16870.423367462627,"(55.859,12.339)","(55.859,12.339)",Allerød,Allerød,Region Hovedstaden,Region Hovedstaden
"(55.859,12.34)",0.018963116810430503,33805.06702482641,"(55.859,12.34)","(55.859,12.34)",Allerød,Allerød,Region Hovedstaden,Region Hovedstaden
